part_id,failure_year,part_year,diameter,length,material,has_failed
RS14490,2015,1947,125,26.61538844,HDPE,1
RS180310,2014,1984,125,63.49925296,HDPE,1
RS18614,2015,1933,80,60.74563335,CU,1
RS63288,2015,1976,300,26.43659195,CU,1
RS192351,2012,1960,100,64.04173595,HDPE,1
RS250892,2015,1940,200,46.51906082,CU,1
RS250892,2013,1940,200,46.51906082,CU,1
RS250892,2015,1940,200,46.51906082,CU,1
RS246610,2013,1966,150,622.3789347999998,CU,1
RS81435,2013,1983,100,37.28338796,HDPE,1
RS93322,2014,1958,80,13.84289093,CU,1
RS158684,2015,1931,80,91.31505725,CU,1
RS174336,2015,1925,80,67.28292498,CU,1
RS172405,2011,1973,125,6.574900153,CU,1
RS3503,2012,1945,80,77.19193779,HDPE,1
RS7132,2011,1969,80,11.89397251,CU,1
RS159962,2011,1952,100,95.23599506,HDPE,1
RS5243,2015,1924,150,171.49829069999996,CU,1
RS5020,2014,1978,80,9.629522429,CU,1
RS46214,2014,1966,100,42.39990846,HDPE,1
RS11363,2015,1958,100,47.00541778,HDPE,1
RS183484,2012,1974,300,69.48643133,CU,1
RS160165,2015,1945,125,318.8363356000001,HDPE,1
RS29183,2015,1990,80,120.2006807,MPVC,1
RS159064,2014,1972,125,91.71656097,HDPE,1
RS40019,2015,1908,100,76.17320569,CU,1
RS15093,2013,1953,100,35.81665177,HDPE,1
RS15093,2013,1953,100,35.81665177,HDPE,1
RS162570,2015,1975,125,22.70548206,HDPE,1
RS263715,2012,2010,250,15.09139168,EW,1
RS84028,2014,1967,100,14.24915127,CU,1
RS84028,2014,1967,100,14.24915127,CU,1
RS72262,2011,1979,125,58.14738441,HDPE,1
RS50693,2013,1958,150,125.5836277,HDPE,1
RS51186,2014,1976,150,18.42454078,HDPE,1
RS160021,2012,1929,100,17.98622053,CU,1
RS16034,2015,1959,100,39.30548872,HDPE,1
RS254267,2015,1926,80,37.82337853,CU,1
RS45674,2015,1971,150,784.3845079,HDPE,1
RS40038,2013,1916,80,60.82716123,CU,1
RS184322,2012,1949,300,20.79616278,CU,1
RS76865,2014,1996,100,98.24300767,MPVC,1
RS142563,2014,1926,100,171.0773269,CU,1
RS19229,2013,1983,80,484.84808889999994,HDPE,1
RS1683,2015,1969,300,121.97362179999999,CU,1
RS139874,2014,1966,100,222.425485,HDPE,1
RS130179,2015,1937,100,28.01105391,CU,1
RS7319,2015,1972,125,11.244781699999999,CU,1
RS209355,2012,1947,225,106.11645870000001,HDPE,1
RS123327,2012,1969,80,293.341741,HDPE,1
RS46793,2014,1955,80,67.74558865,HDPE,1
RS190126,2014,1963,80,42.42116182,CU,1
RS184463,2014,1969,80,45.16947308,HDPE,1
RS184463,2013,1969,80,45.16947308,HDPE,1
RS26207,2014,1954,100,115.813251,HDPE,1
RS39568,2014,1972,80,408.9385836,HDPE,1
RS154659,2013,1955,100,52.15869603,CU,1
RS133558,2012,1980,150,111.9145186,GI,1
RS52618,2013,1985,80,36.1010403,HDPE,1
RS159801,2014,1966,150,21.58837838,CU,1
RS11103,2015,1969,250,5.245014123,CU,1
RS62667,2014,1976,80,132.160276,HDPE,1
RS142732,2014,1914,125,35.89114863,CU,1
RS198799,2012,1991,125,115.3345946,GI,1
RS169797,2014,1969,150,143.93697680000002,CU,1
RS94544,2013,1982,125,62.82065094,GI,1
RS82281,2012,1922,125,58.3219039,CU,1
RS52468,2014,1911,125,357.3704685,CU,1
RS43346,2015,1954,80,129.3694743,CU,1
RS30903,2012,1957,80,20.41425643,CU,1
RS147474,2014,1984,100,110.3251291,HDPE,1
RS111823,2014,1932,100,15.40185304,CU,1
RS52427,2013,1974,125,92.97793799,HDPE,1
RS165897,2014,1922,100,92.02197245,CU,1
RS165897,2014,1922,100,92.02197245,CU,1
RS165897,2014,1922,100,92.02197245,CU,1
RS10205,2013,1970,200,5.5312000370000005,CU,1
RS158816,2012,1989,200,59.61875465,GI,1
RS176739,2015,1917,100,65.57580444,CU,1
RS2394,2014,1952,80,91.55506353,CU,1
RS37750,2013,1967,125,16.02415154,CU,1
RS166691,2014,1966,80,61.43289047,CU,1
RS121895,2013,1957,150,67.47066147,HDPE,1
RS169645,2013,1963,80,13.71393664,CU,1
RS169645,2011,1963,80,13.71393664,CU,1
RS188943,2012,1955,80,152.14094509999995,HDPE,1
RS188943,2015,1955,80,152.14094509999995,HDPE,1
RS18746,2012,1935,100,215.53441569999995,CU,1
RS257099,2014,2007,100,64.94572437,MPVC,1
RS115297,2015,1965,125,211.0311769,HDPE,1
RS255203,2015,1921,150,116.8231342,CU,1
RS66207,2012,1965,125,14.83518822,CU,1
RS5470,2013,1963,150,7.869964502999999,CU,1
RS156151,2014,1960,125,29.88198858,HDPE,1
RS156151,2015,1960,125,29.88198858,HDPE,1
RS76051,2011,1927,100,164.73389819999997,CU,1
RS113878,2014,2000,80,94.45705262,MPVC,1
RS113878,2015,2000,80,94.45705262,MPVC,1
RS154691,2013,1976,100,3.318048615,CU,1
RS75530,2013,1952,100,1.124508575,CU,1
RS139202,2015,1924,80,64.21380929,CU,1
RS139202,2014,1924,80,64.21380929,CU,1
RS39862,2013,1995,150,15.03081424,GI,1
RS9603,2012,1964,80,163.6983456,HDPE,1
RS175432,2015,1932,100,20.18138044,CU,1
RS182578,2013,1921,80,112.4444267,CU,1
RS182578,2011,1921,80,112.4444267,CU,1
RS186855,2013,1907,63,22.35924745,CU,1
RS186855,2012,1907,63,22.35924745,CU,1
RS118851,2015,1967,80,59.74890869,CU,1
RS31861,2015,1974,150,11.11492922,CU,1
RS12332,2014,1961,100,23.05848768,CU,1
RS147786,2014,1981,100,180.2059126,MPVC,1
RS147786,2015,1981,100,180.2059126,MPVC,1
RS129538,2015,1966,150,390.294373,HDPE,1
RS117376,2014,1918,80,60.147553,CU,1
RS154679,2015,1923,100,128.8126403,CU,1
RS2461,2014,1962,100,9.826203973,CU,1
RS65577,2013,1957,80,178.13718730000005,HDPE,1
RS229038,2015,1946,300,94.40496862,CU,1
RS37078,2014,1980,100,28.69276823,HDPE,1
RS7896,2015,1971,80,17.65422978,CU,1
RS237010,2011,1992,150,291.4329257,MPVC,1
RS43305,2014,1917,100,89.02098434,CU,1
RS154688,2012,1958,150,104.56098100000001,HDPE,1
RS44578,2013,1969,150,355.128317,CU,1
TS5524,2015,1916,410,240.2872406,CU,1
RS93860,2014,1913,100,200.1905324,CU,1
RS93860,2012,1913,100,200.1905324,CU,1
RS167665,2011,1941,100,125.3383841,CU,1
RS242182,2013,1962,150,176.8588515,HDPE,1
RS242182,2015,1962,150,176.8588515,HDPE,1
RS192795,2012,1966,150,17.89106966,CU,1
RS58124,2013,1975,125,31.65019879,CU,1
RS202198,2014,1950,200,110.36367140000002,CU,1
RS158773,2012,1969,125,788.3805154,HDPE,1
RS126581,2014,1971,150,161.16183759999996,HDPE,1
RS198059,2011,1957,80,68.38990307,CU,1
RS52498,2015,1973,100,11.33789844,CU,1
RS254869,2014,2011,150,129.8255538,EW,1
RS161422,2014,1984,300,10.3161109,GI,1
RS16013,2014,1915,80,102.5661292,CU,1
RS125810,2012,1926,100,37.75008216,CU,1
RS16172,2012,1984,125,136.0715949,CU,1
RS42185,2015,1965,100,108.4399687,HDPE,1
RS224504,2014,1968,150,113.74266680000001,HDPE,1
RS47693,2015,1987,150,0.729087977,GI,1
RS201856,2012,1921,150,4.360619211,CU,1
RS82291,2014,1907,80,60.66732219,CU,1
RS180083,2015,1950,100,33.16325407,CU,1
RS50136,2012,1965,80,163.9633351,HDPE,1
RS198915,2014,1928,80,141.209536,CU,1
RS198915,2014,1928,80,141.209536,CU,1
RS163354,2013,1947,100,5.998920749,CU,1
RS27003,2013,1958,80,448.519763,CU,1
RS181803,2015,1962,100,43.70009245,HDPE,1
RS129371,2013,1950,250,2.472266428,CU,1
RS179414,2013,1947,100,30.47454476,CU,1
RS179414,2015,1947,100,30.47454476,CU,1
RS191011,2013,1980,125,346.5961909,CU,1
RS20668,2012,1932,100,150.29395,CU,1
RS20668,2014,1932,100,150.29395,CU,1
RS205352,2014,1941,80,89.63611285,HDPE,1
RS112841,2014,1959,80,120.9679231,HDPE,1
RS15148,2012,1915,100,175.3564916,CU,1
RS139881,2015,1967,150,34.37879991,HDPE,1
RS74713,2015,1951,80,16.76292017,HDPE,1
RS10735,2012,1964,80,16.5089299,HDPE,1
RS41106,2013,1948,100,71.06823664,HDPE,1
RS70765,2012,1972,100,18.33192615,CU,1
RS125294,2012,1932,100,53.72451516,CU,1
RS36101,2014,1971,150,10.55004941,RC,1
RS203861,2013,1947,300,52.78220578,CU,1
RS203861,2011,1947,300,52.78220578,CU,1
RS257462,2013,1925,100,122.66897420000001,CU,1
RS44598,2013,1910,80,42.98745687,CU,1
RS183364,2014,1967,150,16.00425422,CU,1
RS183364,2014,1967,150,16.00425422,CU,1
RS74487,2015,1975,100,56.53421762,HDPE,1
RS115657,2012,1978,150,493.1785962,CU,1
RS190321,2015,1986,250,14.26485716,GI,1
RS51625,2012,1965,150,31.55842163,HDPE,1
RS72328,2014,1954,200,35.38545571,HDPE,1
RS72328,2013,1954,200,35.38545571,HDPE,1
RS66586,2015,1963,150,301.802112,HDPE,1
RS46255,2013,1953,80,23.60022492,CU,1
RS47322,2015,1924,80,109.82348789999999,CU,1
RS143053,2014,1960,225,8.913470595,CU,1
RS33530,2011,1966,150,162.47623380000005,HDPE,1
RS50952,2013,1954,125,30.92013066,CU,1
RS70864,2012,1979,80,103.20882840000002,HDPE,1
RS98881,2013,1976,150,22.40351998,GI,1
RS179532,2013,1953,150,19.15631235,CU,1
RS198864,2014,1924,100,92.43452395,CU,1
RS44103,2014,1923,100,41.88910693,CU,1
RS133261,2013,1990,125,109.05956359999999,GI,1
RS213241,2014,1970,80,34.99523476,HDPE,1
RS231115,2015,2005,150,15.66848102,MPVC,1
RS32051,2013,1961,150,13.71639194,CU,1
RS10921,2012,1973,150,48.69775338,HDPE,1
RS66499,2012,1956,125,60.55666844,HDPE,1
RS36572,2015,1956,125,154.3260424,CU,1
RS17304,2015,1947,200,301.3247092,HDPE,1
RS39272,2015,1940,80,71.47925751,CU,1
TS5602,2013,1958,910,52.59325129999999,RC,1
RS207200,2014,1992,250,259.7178633,GI,1
RS12345,2013,1954,100,23.79076295,CU,1
RS200650,2012,1934,150,15.72068588,CU,1
RS123670,2013,1963,150,10.14088926,CU,1
RS123670,2014,1963,150,10.14088926,CU,1
RS64827,2014,1976,150,308.4533939,HDPE,1
RS12804,2014,1956,80,42.18350301,HDPE,1
RS4356,2013,1926,100,328.4777114,CU,1
RS171084,2013,1963,150,17.74373741,HDPE,1
RS69389,2013,1967,125,301.0469172,HDPE,1
RS246313,2013,2003,100,2.465821014,MPVC,1
RS5486,2015,1961,150,14.46763238,HDPE,1
RS11827,2014,1972,80,18.88596279,CU,1
RS55610,2013,1971,150,77.8794745,CU,1
RS55610,2011,1971,150,77.8794745,CU,1
RS117127,2012,1931,100,70.17430636,CU,1
RS19178,2011,1953,125,31.84701865,CU,1
RS99034,2012,1977,250,11.25932199,CU,1
RS111914,2012,1966,125,68.24355182,CU,1
RS136233,2013,1987,125,263.8324754,GI,1
RS179674,2013,1961,150,11.61532259,CU,1
RS26004,2015,1961,150,54.97684237,CU,1
RS26004,2011,1961,150,54.97684237,CU,1
RS159313,2011,1954,125,28.38530138,HDPE,1
RS32318,2011,1947,100,83.1253247,CU,1
RS22296,2015,1944,100,163.93146930000003,CU,1
RS68042,2013,1966,125,161.26803280000001,CU,1
RS48524,2015,1964,100,19.52339949,CU,1
RS192856,2013,1966,80,6.739591902000001,CU,1
RS192856,2015,1966,80,6.739591902000001,CU,1
RS6998,2015,1969,80,269.02355950000003,HDPE,1
RS163679,2014,1915,100,67.75721688,CU,1
RS34735,2014,1919,80,105.84002350000002,CU,1
RS183526,2012,1987,150,78.63420556,GI,1
RS25558,2014,1998,150,5.401074824,MPVC,1
RS23507,2012,1917,100,11.88122077,CU,1
RS46777,2013,1965,125,123.96585800000001,HDPE,1
RS129253,2014,1986,125,240.3293878,GI,1
RS158034,2015,1956,150,18.03771805,CU,1
RS51409,2015,1968,100,131.44875009999998,HDPE,1
RS246408,2013,1937,80,127.8839943,CU,1
RS23926,2015,1950,80,11.5408419,CU,1
RS76256,2012,1962,100,26.24898577,HDPE,1
RS65803,2015,1955,100,82.99148067,HDPE,1
RS169651,2013,1961,125,114.5747701,HDPE,1
RS169651,2014,1961,125,114.5747701,HDPE,1
RS49554,2015,1952,80,8.178388129,CU,1
RS126412,2015,1957,125,12.31743669,HDPE,1
TS5180,2012,1948,540,7.111309299999999,RC,1
RS37758,2013,1965,150,26.02553052,RC,1
RS14110,2015,1969,80,228.35273219999996,HDPE,1
RS10566,2012,1965,80,18.27112404,CU,1
RS130342,2012,1921,100,254.2494642,CU,1
RS130342,2012,1921,100,254.2494642,CU,1
RS130342,2012,1921,100,254.2494642,CU,1
RS34607,2015,1960,80,103.55037800000001,HDPE,1
RS252860,2015,2004,250,80.66989916,MPVC,1
RS163255,2015,1979,150,37.95663727,HDPE,1
RS92543,2013,1949,80,66.84608664,CU,1
RS163811,2015,1914,225,12.04645199,CU,1
RS43797,2013,1952,80,28.447671999999997,CU,1
RS129469,2015,1951,80,76.38508266,CU,1
RS8286,2012,1993,125,77.70836336,GI,1
RS187932,2013,1966,150,130.8652858,CU,1
RS200927,2014,1976,150,18.25305172,CU,1
RS43234,2014,1922,100,62.65536443,CU,1
RS182944,2015,1959,150,62.94872693,HDPE,1
RS241309,2015,1976,80,216.3452219,HDPE,1
RS59516,2014,1960,100,64.82095386,HDPE,1
RS117386,2014,1947,100,54.46337944,CU,1
RS148889,2015,1931,80,72.17526711,CU,1
RS158611,2012,1951,80,10.96076773,CU,1
RS129393,2013,1945,100,22.52820757,CU,1
RS8211,2015,1979,150,69.32078317,HDPE,1
RS8211,2015,1979,150,69.32078317,HDPE,1
RS34147,2013,1979,80,137.8924543,HDPE,1
RS130676,2015,1949,80,93.82207732,CU,1
RS195123,2014,1970,150,15.60798911,CU,1
RS256008,2012,1928,80,151.8132083,CU,1
RS256008,2015,1928,80,151.8132083,CU,1
RS117962,2014,1960,125,190.4915448,CU,1
RS57649,2013,1944,100,703.4068991,CU,1
RS29917,2014,1957,150,21.65047293,CU,1
RS65884,2012,1961,100,14.29463922,CU,1
RS171888,2015,1958,80,203.5046131,HDPE,1
RS133875,2012,1937,100,367.1551159,CU,1
RS106781,2015,1988,150,310.5261932,GI,1
RS4053,2012,1962,100,28.07013197,CU,1
RS15549,2015,1923,80,173.47934540000003,CU,1
RS61786,2014,1975,80,37.65107948,HDPE,1
RS29215,2014,1952,100,95.14721425,CU,1
RS145532,2013,1887,80,105.4302122,CU,1
RS169536,2013,1957,150,45.48682154,HDPE,1
RS162095,2015,1913,80,123.90547759999998,CU,1
RS162095,2015,1913,80,123.90547759999998,CU,1
RS198825,2013,1944,80,182.1472077,HDPE,1
RS23478,2012,1975,125,192.16601409999998,CU,1
RS235524,2013,1971,150,17.85568111,CU,1
RS14764,2012,1951,150,0.782304483,HDPE,1
RS36553,2014,1971,80,12.67570242,CU,1
RS36553,2014,1971,80,12.67570242,CU,1
RS198318,2012,1952,125,15.89317636,CU,1
RS51740,2015,1962,80,36.07154392,CU,1
RS51740,2014,1962,80,36.07154392,CU,1
RS76723,2015,1935,80,39.23982947,CU,1
RS183007,2013,1967,80,74.6857946,HDPE,1
RS60571,2013,1957,150,102.7084953,HDPE,1
RS4263,2014,1960,80,180.1997691,HDPE,1
RS122978,2011,1996,125,154.41436919999995,GI,1
RS87987,2015,1959,125,411.2700715,CU,1
RS87987,2015,1959,125,411.2700715,CU,1
RS87987,2015,1959,125,411.2700715,CU,1
RS87987,2013,1959,125,411.2700715,CU,1
RS143519,2015,1972,80,263.92464,HDPE,1
RS198605,2014,1963,150,13.06916355,CU,1
RS66317,2013,1976,150,28.90411335,CU,1
RS8909,2015,1965,150,49.54914959,HDPE,1
RS130148,2012,1958,80,94.00995606,CU,1
RS16503,2012,1975,150,3.193624189,HDPE,1
RS40059,2013,1939,100,48.59470903,CU,1
RS49108,2015,1947,80,64.54394528,CU,1
RS4455,2014,1956,150,152.7166202,HDPE,1
RS153279,2013,1932,125,212.66434590000003,CU,1
RS34695,2014,1929,100,114.6519239,CU,1
RS247802,2015,1971,150,90.55486587,CU,1
RS164769,2015,1965,150,43.41505278,CU,1
RS55521,2012,1948,80,111.8550855,CU,1
RS55521,2013,1948,80,111.8550855,CU,1
RS192067,2012,1973,80,30.44374624,CU,1
RS105985,2015,1948,80,188.8569876,CU,1
RS162547,2014,1997,225,32.50511793,GI,1
RS22089,2015,1933,80,38.43990603,CU,1
RS50648,2013,1967,125,53.22926876,HDPE,1
RS246560,2013,2009,32,62.20533263,MS,1
RS33595,2011,1983,125,22.85582834,RC,1
RS193715,2011,1921,125,58.291968999999995,CU,1
RS69283,2014,1944,80,24.66789579,HDPE,1
RS197215,2013,1982,150,107.78165759999999,HDPE,1
RS234489,2013,1948,80,26.63026861,HDPE,1
RS234489,2015,1948,80,26.63026861,HDPE,1
RS2498,2013,1987,125,17.49779685,HDPE,1
RS22796,2013,2000,125,10.34765537,MPVC,1
RS194448,2013,1955,150,218.04229590000003,CU,1
RS247555,2011,2005,125,36.4129917,EW,1
RS88576,2014,1988,150,3.6700697730000003,GI,1
RS7810,2014,1970,125,100.2529938,CU,1
RS176572,2013,1967,150,156.8386625,CU,1
RS194223,2013,1964,125,19.8049508,CU,1
RS62645,2015,1960,150,2.14764316,CU,1
RS3825,2013,1974,80,105.75967549999999,HDPE,1
RS3825,2013,1974,80,105.75967549999999,HDPE,1
RS149011,2013,1969,300,30.66855206,CU,1
RS43719,2015,1965,150,18.87597373,HDPE,1
RS43719,2012,1965,150,18.87597373,HDPE,1
RS169939,2014,1918,63,6.5157020889999995,CU,1
RS192800,2012,1983,300,6.2340507270000005,GI,1
RS46422,2013,1964,80,73.39906825,CU,1
RS18807,2011,1952,80,14.49069752,CU,1
RS106130,2013,1958,100,124.03819469999999,HDPE,1
RS62903,2015,1960,125,130.57319270000002,HDPE,1
RS123478,2011,1964,100,20.71826742,CU,1
RS164791,2013,1963,125,49.86168047,CU,1
RS27090,2011,1965,100,201.71622390000002,CU,1
RS227442,2013,2003,150,100.23104620000001,MPVC,1
RS67106,2011,1989,80,82.11057629999998,HDPE,1
RS121216,2014,1971,80,74.37014693,HDPE,1
RS182900,2014,1954,125,28.73966297,HDPE,1
RS60402,2015,1909,125,276.4282654,CU,1
RS208677,2013,1897,80,45.55746692,CU,1
RS106877,2013,1975,100,37.04252037,HDPE,1
RS141126,2014,1974,100,162.7325918,HDPE,1
RS141126,2012,1974,100,162.7325918,HDPE,1
RS39680,2015,1991,150,70.81245554,MPVC,1
RS157334,2014,1983,225,35.18858036,GI,1
RS21003,2013,1947,100,41.05982337,CU,1
RS175901,2013,1975,150,51.92669454,CU,1
RS175901,2013,1975,150,51.92669454,CU,1
RS132220,2014,1974,150,8.006308814,CU,1
RS8720,2015,1953,225,164.38070869999999,HDPE,1
RS8720,2015,1953,225,164.38070869999999,HDPE,1
RS9705,2015,1975,80,16.16715903,CU,1
RS178941,2012,1986,225,6.832691556,GI,1
RS72375,2015,1959,100,22.86608141,CU,1
RS197695,2015,1963,125,29.85770772,CU,1
RS59835,2012,1957,100,81.76024139,HDPE,1
RS167738,2013,1918,300,87.93431313,CU,1
RS244377,2015,2004,125,109.4396837,MPVC,1
RS218750,2013,2002,150,28.45985962,MPVC,1
RS12331,2014,1954,100,13.73001359,CU,1
RS12331,2012,1954,100,13.73001359,CU,1
RS7181,2015,1960,125,5.730092937,CU,1
RS116229,2014,1932,80,109.1424382,CU,1
RS6079,2012,1973,125,38.91516403,HDPE,1
RS192672,2014,1926,100,17.01196688,CU,1
RS46726,2015,1972,80,21.13392919,CU,1
RS76920,2015,1977,125,1057.338473,HDPE,1
RS122256,2015,1959,80,136.7426461,HDPE,1
RS203419,2012,1952,200,150.39654050000001,CU,1
RS7187,2012,1968,125,8.489095208,CU,1
RS131634,2014,1960,100,293.1229461000001,HDPE,1
RS26262,2012,1961,225,2.0385012419999997,CU,1
RS32156,2011,1917,80,36.24646785,CU,1
RS182582,2012,1933,80,72.96715957,CU,1
RS128646,2012,1923,125,110.6204903,CU,1
RS128646,2015,1923,125,110.6204903,CU,1
RS162865,2013,1958,125,3.8627894069999997,CU,1
RS5527,2013,1967,150,427.62233610000004,HDPE,1
RS3978,2012,2001,80,43.59144141,MPVC,1
RS9867,2013,1972,150,129.2596757,HDPE,1
RS16564,2014,1958,80,19.90563984,HDPE,1
RS140058,2013,1969,100,109.7582895,CU,1
RS228411,2014,2003,150,55.92832522,MPVC,1
RS134944,2012,1970,100,18.76589817,CU,1
RS41469,2014,1945,80,129.2494323,HDPE,1
RS206694,2013,1970,150,131.0739193,CU,1
RS204780,2013,1970,80,11.94991404,HDPE,1
RS66577,2013,1962,125,278.5243423,HDPE,1
RS66577,2014,1962,125,278.5243423,HDPE,1
RS76262,2014,1962,250,24.92856824,CU,1
RS211111,2014,1966,100,20.99715657,CU,1
RS61088,2015,1975,80,24.30852584,CU,1
RS192099,2013,1952,150,6.172130794,CU,1
RS210081,2013,1979,150,10.1303067,CU,1
RS136661,2012,1997,150,15.07792889,MPVC,1
RS47427,2015,1937,100,52.55586566,CU,1
RS75278,2014,1956,100,152.53488810000005,HDPE,1
RS119444,2014,1961,150,233.3739274,HDPE,1
RS165439,2015,1980,125,122.1928092,CU,1
RS95389,2015,1937,80,162.7497138,CU,1
RS95389,2015,1937,80,162.7497138,CU,1
RS21990,2014,1951,80,37.62334721,HDPE,1
RS27664,2014,1931,100,73.1962577,CU,1
RS89929,2013,1933,250,202.8611725,CU,1
RS18131,2013,1947,80,119.16739640000002,CU,1
RS69319,2015,1966,150,102.8509127,HDPE,1
RS174228,2012,1911,100,143.1225833,CU,1
RS161086,2013,1958,125,89.47271818,HDPE,1
RS48559,2011,1966,125,132.0396611,HDPE,1
RS30360,2013,1950,80,7.596790674,CU,1
RS54744,2013,1979,150,4.069318721,CU,1
RS180197,2015,1926,150,115.72508729999998,CU,1
RS53893,2013,1982,125,45.94083988,CU,1
RS4385,2014,1965,150,15.078580300000002,CU,1
RS19195,2014,1922,63,41.77813853,CU,1
RS245209,2015,1978,125,66.89285763,GI,1
RS208317,2015,1931,80,323.856434,CU,1
RS46760,2013,1959,100,20.90884811,CU,1
RS30866,2014,1997,150,85.37736749,MPVC,1
RS180032,2014,1955,250,391.02522789999995,CU,1
RS52636,2014,1982,150,85.35087693,HDPE,1
RS65801,2014,1960,100,90.58720413,HDPE,1
RS29415,2013,1894,80,70.65765867,CU,1
RS50800,2015,1963,100,9.774107592,CU,1
RS162050,2015,1943,100,22.03767741,CU,1
RS49017,2015,1966,150,65.97132398,HDPE,1
RS42111,2015,1992,150,107.4167249,GI,1
RS165557,2014,1946,80,74.76197322,CU,1
RS153604,2012,1988,100,142.0329899,GI,1
RS19086,2015,1917,80,38.83134635,CU,1
RS172611,2011,1922,125,5.955370665,CU,1
RS247903,2013,1969,150,114.6650626,CU,1
RS7495,2014,1972,150,25.54013686,CU,1
RS56428,2014,1968,125,29.19154992,CU,1
RS45476,2013,1981,80,20.31754757,GI,1
RS204847,2015,1881,63,98.23982543,CU,1
RS142555,2015,1933,100,178.963147,CU,1
RS24711,2013,1927,80,67.09627888,CU,1
RS208738,2014,1944,125,57.26850611,CU,1
RS48801,2014,1963,300,66.75629411,CU,1
RS211265,2014,1963,125,5.336133717,CU,1
RS8395,2014,1956,80,83.8487084,HDPE,1
RS139559,2013,1925,80,86.36336642,CU,1
RS152660,2014,1894,80,226.1663307,CU,1
RS37908,2014,1963,80,65.19793394,CU,1
RS195461,2015,1976,125,104.8874502,CU,1
RS192501,2013,1968,200,368.4203378,CU,1
RS122030,2012,1975,300,18.16112018,CU,1
RS124144,2015,1951,100,6.977410205,CU,1
RS92265,2012,1930,63,33.59321318,CU,1
RS33503,2013,1932,80,18.62256759,CU,1
RS84148,2014,1933,80,62.17061809,CU,1
RS103037,2015,1957,80,177.1327676,HDPE,1
RS103037,2015,1957,80,177.1327676,HDPE,1
RS140097,2012,1976,100,79.60768295,HDPE,1
RS180511,2013,1971,250,39.36100065,CU,1
RS24587,2014,1930,100,9.142390512999999,CU,1
RS28280,2014,1960,80,141.22691799999996,CU,1
RS64269,2012,1985,100,71.71536103,HDPE,1
RS98932,2015,1974,125,5.025882941,CU,1
RS188577,2012,1961,80,11.73294938,CU,1
RS177404,2015,1968,100,21.74916405,CU,1
RS32356,2013,1945,80,21.263346600000002,CU,1
RS14642,2015,1978,80,165.1148958,HDPE,1
RS224478,2015,2002,80,121.18825430000001,MPVC,1
RS23039,2012,1967,125,163.2956728,HDPE,1
RS93933,2013,1927,125,68.4786127,CU,1
RS62891,2014,1984,150,30.80195518,HDPE,1
RS192330,2013,1961,125,81.78732285,CU,1
RS192273,2015,1940,100,48.11347834,CU,1
RS136646,2012,1983,125,146.31267649999995,GI,1
RS165288,2013,1922,100,42.71343853,CU,1
RS205526,2012,1914,63,97.13391195,CU,1
RS139345,2012,1984,150,229.3560494,CU,1
RS114399,2014,1963,100,47.29684612,CU,1
RS133817,2014,1930,63,105.82590479999999,CU,1
RS19236,2012,1958,80,15.46730739,CU,1
RS253291,2015,1974,150,65.16171614,CU,1
RS8883,2015,1948,80,62.12135767,HDPE,1
RS66488,2014,1964,125,155.7571657,HDPE,1
RS166530,2015,1970,150,42.98282103,CU,1
RS8662,2013,1960,100,135.5255417,HDPE,1
RS256839,2013,1964,150,306.24707789999997,CU,1
RS117059,2015,1944,80,77.3656504,CU,1
RS43068,2014,1964,125,150.0741824,HDPE,1
RS184874,2011,1921,150,43.49338234,CU,1
RS201692,2014,1952,225,53.50540916,HDPE,1
RS201692,2014,1952,225,53.50540916,HDPE,1
RS17950,2012,1948,80,56.87168081,CU,1
RS17950,2014,1948,80,56.87168081,CU,1
RS176073,2013,1971,80,119.82165020000001,HDPE,1
RS56211,2015,1962,125,8.410740146,HDPE,1
RS99646,2012,2003,125,83.46438079,MPVC,1
RS190163,2012,1923,80,102.2036715,CU,1
RS256002,2011,2010,100,27.88409347,EW,1
RS245261,2014,1949,125,47.14163217,CU,1
RS245261,2011,1949,125,47.14163217,CU,1
RS142994,2014,1949,125,13.95042154,CU,1
RS72742,2014,1955,150,61.15455825,HDPE,1
RS117735,2013,1963,200,4.7033699360000005,CU,1
RS4409,2013,1943,80,46.43958372,HDPE,1
RS182298,2014,1930,250,186.2388841,CU,1
RS188901,2015,1985,80,15.83522872,GI,1
RS192867,2014,1961,150,19.3736604,CU,1
RS9099,2013,1966,150,229.7206176,HDPE,1
RS136982,2013,1956,100,182.47432709999998,CU,1
RS12377,2011,1965,100,56.96282177,HDPE,1
RS188674,2011,1923,80,81.00304839,CU,1
RS198419,2014,1910,125,125.2712865,CU,1
RS201136,2014,1977,125,24.25232653,HDPE,1
RS201226,2013,1944,150,82.39623017,CU,1
RS6401,2011,1975,225,81.00216613,RC,1
RS68378,2012,1980,125,128.0545515,GI,1
RS20715,2014,1962,125,64.90173879,CU,1
RS5710,2015,1973,125,82.54597878,HDPE,1
RS43762,2013,1937,80,48.78960772,CU,1
RS59747,2013,1986,150,47.99312029,GI,1
RS64966,2013,1974,80,10.08857648,CU,1
RS197652,2012,1978,125,114.55084579999999,HDPE,1
RS176521,2015,1963,125,31.11557398,CU,1
RS194368,2012,1972,150,100.9778179,HDPE,1
RS55519,2013,1900,80,162.848585,CU,1
RS167432,2012,1961,100,3.386536436,CU,1
RS53795,2015,1967,80,7.257848575,CU,1
RS28970,2014,1964,150,69.43962984,HDPE,1
RS41783,2014,1963,150,274.76320310000006,HDPE,1
