Part ID,Failure_Year
RS135331,2010
RS242999,2004
RS69666,2007
RS39358,2007
RS16734,2005
RS15138,2007
RS185086,2003
RS160104,2006
RS188018,2004
RS16356,2009
RS196073,2008
RS196073,2005
RS25063,2007
RS15299,2003
RS27192,2009
RS197548,2009
RS113334,2008
RS236077,2006
RS50431,2012
RS7631,2008
RS95986,2012
RS193217,2006
RS28761,2010
RS119253,2008
RS15089,2008
RS7647,2004
RS178880,2007
RS12297,2004
RS12297,2005
RS47036,2004
RS168577,2010
RS172103,2012
RS170441,2005
TS59562,2003
RS60454,2003
RS34594,2008
RS16562,2011
RS42459,2008
RS46527,2004
RS115295,2002
RS160008,2005
RS23708,2003
RS55620,2004
RS74654,2002
RS74655,2003
RS73590,2006
RS211440,2006
RS153487,2004
RS150202,2011
RS161571,2004
RS7216,2006
RS129422,2002
RS128261,2001
RS128261,2002
RS63050,2009
RS194004,2008
RS186093,2009
RS168815,2004
RS168507,2002
RS176471,2004
RS160077,2003
RS56777,2010
RS150416,2009
RS10931,2009
RS200398,2007
RS193480,2004
RS38476,2006
RS211648,2006
RS19782,2009
RS159460,2007
RS136145,2006
RS137731,2007
RS93426,2010
TS2609,2003
RS3617,2003
RS179516,2009
RS136372,2008
RS192736,2002
RS58323,2007
RS26154,2005
RS176919,2008
RS147431,2010
RS37656,2005
RS123697,2008
RS159756,2006
RS94177,2010
RS45062,2004
RS94556,2008
RS185330,2002
RS185308,2002
RS11010,2008
RS95994,2009
RS142037,2004
RS65176,2009
RS177951,2004
RS44066,2006
RS15197,2006
RS174604,2006
RS190383,2005
RS46865,2003
RS3850,2010
RS141064,2004
RS188018,2004
RS188018,2003
RS111751,2011
RS171697,2010
RS241469,2010
RS197229,2004
RS24557,2002
RS179415,2009
RS84664,2005
RS45093,2006
RS136262,2001
RS31023,2002
RS41957,2004
RS55808,2005
RS55808,2004
RS8589,2001
RS18370,2008
RS116032,2003
RS173884,2012
RS147750,2004
RS115698,2012
RS34965,2002
RS47228,2006
RS66474,2002
RS184340,2002
RS16576,2005
RS186479,2002
RS176307,2006
RS92272,2007
RS119372,2007
RS171765,2003
RS125126,2002
RS196834,2011
RS177934,2007
RS64055,2008
RS64055,2005
RS59553,2003
RS206826,2006
RS43798,2009
RS118701,2006
RS97022,2003
RS57829,2007
RS113766,2004
RS140079,2005
RS191038,2005
RS194928,2006
RS125971,2007
RS164835,2009
RS160627,2009
RS130654,2006
RS111898,2010
RS36161,2005
RS45372,2005
RS76653,2008
RS18188,2007
RS154721,2010
RS46644,2007
RS184311,2007
RS161738,2009
RS161738,2004
RS52746,2005
RS35421,2006
RS40197,2004
RS200245,2011
RS174425,2009
RS205857,2005
RS45343,2005
RS18139,2005
RS82361,2005
RS176604,2005
RS150202,2009
RS119180,2004
RS93756,2007
RS170400,2008
RS126326,2006
RS32401,2007
RS68343,2004
RS89883,2012
RS121998,2005
RS196979,2003
RS10572,2010
RS171624,2008
RS188205,2003
RS35990,2007
RS206584,2004
RS17308,2006
RS135085,2009
RS175488,2004
RS208010,2006
RS19590,2005
RS194855,2003
TS5491,2007
RS4179,2011
RS5316,2005
RS44197,2003
RS47801,2005
RS57358,2009
RS12968,2004
RS19172,2009
RS181360,2007
RS181360,2002
RS186471,2008
RS114452,2005
RS47729,2006
RS188694,2012
RS36310,2010
RS22910,2005
RS153487,2007
RS21445,2001
RS43270,2009
RS6067,2004
RS201621,2007
RS47418,2008
RS19515,2008
RS19515,2007
RS49091,2002
RS112111,2005
RS93280,2007
RS74247,2009
RS182369,2004
RS139373,2004
RS193674,2006
RS10537,2010
RS138352,2002
RS98922,2005
RS14627,2006
RS158419,2004
RS49463,2004
TS2255,2009
RS133385,2009
RS189780,2009
RS6869,2010
RS98896,2007
TS2255,2008
RS3712,2008
RS60835,2007
RS98848,2001
RS11978,2007
RS111838,2001
RS160345,2006
RS75306,2007
RS165512,2005
RS159863,2008
RS160816,2008
RS113802,2007
RS133483,2007
RS114460,2005
RS155925,2011
RS161141,2008
RS19997,2005
RS22644,2004
RS144212,2007
RS144212,2000
RS76159,2010
RS208037,2005
RS115467,2012
RS190107,2008
RS184531,2007
RS119045,2007
RS119045,2003
RS119045,2004
RS58859,2009
RS125762,2006
RS47849,2008
RS165907,2005
RS117538,2005
RS18540,2005
RS148796,2003
RS150416,2009
RS150416,2007
RS198811,2008
RS94584,2011
RS162329,2009
RS162329,2011
RS84685,2005
RS74050,2006
RS133367,2005
RS133367,2006
RS43725,2002
RS196508,2006
RS50708,2005
RS50706,2010
RS21157,2006
RS159457,2006
RS4051,2005
RS10978,2004
RS144006,2008
RS84598,2004
RS140766,2006
RS8754,2001
RS172194,2001
RS167672,2008
RS28333,2007
RS145422,2003
RS62255,2002
RS21866,2008
RS116132,2005
RS116132,2008
RS116131,2001
RS8876,2006
RS204164,2009
RS31636,2001
RS4196,2003
RS17294,2008
RS37566,2006
RS95829,2008
RS204960,2003
RS132829,2008
RS142104,2005
RS18596,2004
RS122338,2006
RS11838,2006
TS10514,2007
RS54158,2010
RS1691,2006
RS203047,2004
RS73130,2009
RS73130,2011
RS59838,2005
RS8589,2011
RS20923,2002
RS182293,2007
RS182293,2006
RS131038,2005
RS60730,2007
RS208989,2003
RS163578,2009
RS11050,2008
RS11052,2006
TS59078,2004
RS43774,2010
RS92251,2005
RS119858,2008
RS159329,2003
RS44864,2009
RS47188,2003
RS135135,2002
RS26760,2004
RS129525,2009
RS43831,2006
RS139228,2003
RS44100,2008
RS95751,2005
RS172086,2004
RS172086,2003
RS131631,2005
RS117852,2010
RS4329,2002
RS73038,2007
RS55825,2004
RS57414,2007
RS75523,2003
RS15298,2008
RS114465,2008
RS10437,2007
RS89972,2007
RS50211,2007
RS21248,2007
RS26222,2005
RS58333,2007
RS176026,2006
RS193688,2004
RS18642,2007
RS161742,2003
RS5440,2005
RS106640,2009
RS193927,2010
RS26415,2007
RS26415,2006
RS26559,2002
RS161172,2007
RS176357,2005
RS14682,2012
RS60743,2007
RS117060,2008
RS165073,2003
RS178857,2004
RS166333,2004
RS173395,2007
RS46500,2010
RS75969,2006
RS175569,2004
RS95994,2009
RS95993,2005
RS19778,2005
RS200431,2002
RS104245,2006
RS68774,2005
RS109645,2003
RS109645,2005
RS190153,2008
RS6649,2008
RS131963,2002
RS171721,2004
RS125796,2005
RS8609,2007
RS8609,2007
RS166298,2005
RS46962,2007
RS62881,2011
RS13467,2006
RS8459,2000
RS160545,2006
RS72849,2002
RS43930,2006
RS193435,2007
RS111345,2008
RS23220,2004
RS133975,2008
RS198569,2007
RS24165,2002
RS106712,2005
RS143601,2009
RS183395,2009
RS120234,2008
RS33545,2009
RS202677,2005
RS91524,2005
RS150510,2008
RS130704,2003
RS173521,2003
RS158405,2009
RS177963,2007
RS10581,2009
RS187375,2007
RS8269,2007
RS183525,2008
RS62953,2010
RS184699,2008
RS31206,2006
RS7926,2005
RS196826,2003
RS81935,2003
RS22733,2008
RS22733,2007
RS59566,2005
RS132271,2009
RS232032,2009
RS87754,2007
RS213052,2006
RS153413,2008
RS22878,2009
RS22978,2008
RS36048,2007
RS148874,2004
RS169198,2007
TS58986,2006
RS236150,2006
RS169688,2005
RS193364,2007
RS29048,2001
RS179993,2000
RS184340,2004
RS145943,2005
RS192138,2001
RS196295,2003
RS228011,2001
RS29315,2000
RS162272,2003
RS25385,2003
RS183525,2001
RS155001,2001
RS36464,2001
RS176168,2004
RS128323,2003
RS11775,2005
RS207884,2003
RS47769,2002
RS158308,2005
RS22932,2008
RS134045,2004
RS245391,2008
RS165430,2001
RS72276,2008
RS104033,2005
RS15783,2010
RS188488,2009
RS196612,2004
RS211679,2010
RS5507,2007
RS5484,2003
RS5508,2004
RS182383,2009
RS43505,2004
RS7945,2010
RS7805,2008
RS74247,2009
RS160567,2004
RS58792,2009
RS23449,2002
RS136532,2007
RS135318,2002
RS171622,2005
RS162125,2009
RS156079,2007
RS43817,2003
RS23939,2002
RS185795,2004
RS195833,2003
RS41334,2003
RS112017,2003
RS167059,2005
RS58231,2003
RS192689,2007
RS5679,2004
RS195904,2006
RS10358,2003
RS169924,2005
RS174326,2010
RS174264,2010
RS188560,2006
RS10686,2006
RS26910,2003
RS7400,2001
RS5610,2003
RS36102,2005
RS36102,2004
RS36102,2004
RS36103,2007
RS177732,2008
RS36103,2008
RS164181,2010
RS5133,2007
RS182320,2006
RS45659,2005
RS22958,2006
RS110078,2005
RS192288,2009
RS9707,2003
RS13118,2010
RS125811,2003
RS144284,2011
RS144284,2010
RS186546,2006
RS119723,2008
RS187241,2008
RS203127,2005
RS60409,2001
RS119106,2004
RS116300,2006
RS22510,2007
RS69737,2007
RS72977,2009
RS198028,2005
RS116736,2009
RS8901,2009
RS185592,2002
RS185567,2003
RS206447,2005
RS206560,2003
RS71981,2003
RS53873,2003
RS118432,2001
RS25684,2007
RS193767,2004
RS50445,2007
RS50443,2003
RS33526,2004
RS95658,2007
RS58440,2006
RS147376,2009
RS22105,2008
RS159657,2005
RS17953,2005
RS198727,2002
RS134936,2007
RS176285,2008
RS153689,2007
RS33178,2008
RS163985,2007
RS163984,2006
RS115724,2004
RS115724,2001
RS231493,2003
RS185524,2004
RS89806,2006
RS193249,2010
RS205988,2008
RS50875,2004
RS21986,2008
RS181804,2003
RS46905,2003
RS144169,2005
RS177057,2010
RS204665,2007
RS221812,2003
RS222177,2003
RS126330,2011
RS119142,2012
RS192818,2004
RS184138,2003
RS184160,2004
RS6068,2004
RS165807,2006
RS15427,2000
RS145500,2002
RS191192,2006
RS195307,2007
RS189016,2007
RS49420,2006
RS17507,2008
RS4493,2008
RS17514,2007
RS153229,2003
RS106564,2004
RS39567,2007
RS62262,2006
RS123656,2004
RS123656,2006
RS8426,2005
RS13025,2004
RS125670,2007
RS166298,2003
RS58255,2011
RS82409,2007
RS47237,2002
RS192425,2008
RS192426,2008
RS192265,2005
RS69370,2005
RS13826,2010
RS113185,2006
RS178229,2008
RS178258,2010
RS197915,2003
RS213089,2008
RS188727,2011
RS34513,2008
RS140033,2008
RS71655,2005
RS37360,2003
RS84749,2006
RS119253,2003
RS6903,2008
RS197229,2005
RS95335,2003
RS26790,2005
RS167362,2006
RS83016,2001
RS32594,2011
RS161911,2003
RS171622,2011
RS10136,2008
RS113532,2004
RS54727,2007
RS136167,2002
RS50269,2002
RS18372,2008
RS172525,2009
RS146098,2012
RS203027,2004
RS8919,2004
RS139192,2004
RS116946,2005
RS34965,2005
RS206614,2007
RS70876,2004
RS190369,2002
RS64287,2012
RS160936,2009
RS207386,2006
RS160531,2002
RS154715,2005
RS154715,2007
RS189466,2007
RS189466,2006
RS82257,2003
RS125144,2011
RS139229,2008
RS82257,2001
RS180616,2007
RS15223,2009
RS37183,2009
RS206378,2003
RS35280,2007
RS161022,2009
RS112983,2002
RS142135,2011
RS73208,2002
RS200139,2007
RS194227,2003
RS115822,2005
RS93883,2009
RS153822,2005
RS74748,2006
RS34474,2009
RS161738,2003
RS48490,2007
RS163635,2007
RS180638,2008
RS174493,2003
RS174493,2007
RS205850,2010
RS47648,2005
RS49237,2008
RS120255,2005
RS11047,2007
RS11047,2007
RS74327,2008
RS50507,2003
RS198251,2005
RS36000,2010
RS51460,2008
RS184216,2002
RS185173,2003
RS13367,2009
RS13369,2007
RS74770,2005
RS207878,2003
RS74742,2002
RS164535,2010
RS164535,2009
RS116704,2003
RS128955,2009
RS131433,2004
RS58594,2005
RS32662,2010
RS169634,2005
RS138960,2005
RS104274,2005
RS161316,2003
RS5316,2002
RS5316,2007
RS61439,2003
RS160538,2003
RS133860,2002
RS13159,2005
RS13159,2004
RS59752,2005
RS96918,2008
RS182320,2007
RS24551,2005
RS130851,2005
RS129523,2005
RS126034,2006
RS19129,2002
RS116029,2007
RS146039,2002
RS56728,2005
RS56726,2003
RS50561,2005
RS43270,2002
RS93787,2009
RS59896,2010
RS118061,2007
RS188586,2010
RS49803,2009
RS208062,2007
RS208062,2006
RS208062,2004
RS4485,2005
RS240587,2007
RS116103,2007
RS28508,2003
RS10555,2002
RS42234,2002
RS180165,2007
RS49248,2008
RS56155,2009
RS180003,2006
RS40466,2000
RS209349,2005
RS180109,2006
RS20883,2011
RS76927,2010
RS19372,2009
RS83984,2003
RS126996,2002
RS33411,2000
RS199024,2005
RS195810,2009
RS11920,2009
RS99223,2002
RS117750,2003
RS38456,2005
RS20561,2011
RS118734,2002
RS99065,2004
RS180266,2007
RS200352,2011
RS49851,2007
RS206777,2006
RS165847,2004
RS144289,2004
RS128571,2003
RS135428,2004
RS128261,2006
RS115785,2003
RS241473,2007
RS142598,2006
RS58398,2002
RS41934,2005
RS211051,2004
RS69640,2002
RS190022,2005
TS6744,2005
RS195610,2011
RS123617,2006
RS158916,2007
RS148796,2002
RS148796,2003
RS103545,2005
RS187138,2005
RS25565,2009
RS209481,2005
RS9906,2002
RS3712,2010
RS186165,2003
RS58304,2011
RS58304,2009
RS95658,2009
RS41315,2002
RS2381,2001
RS89896,2008
RS179337,2009
RS179337,2009
RS131393,2001
RS199220,2007
RS81923,2009
RS123681,2005
RS208012,2005
RS15247,2006
RS203491,2001
RS65184,2004
RS106391,2008
RS15762,2002
RS168770,2001
RS197656,2003
RS57445,2003
RS63572,2011
RS132691,2003
RS76768,2000
RS185664,2008
RS203478,2003
RS84023,2007
RS172442,2007
RS33178,2004
RS33178,2006
RS33137,2008
RS15553,2001
RS26152,2011
RS26156,2010
RS23527,2009
RS114329,2012
RS191820,2010
RS72168,2007
RS154349,2006
RS73753,2007
RS82596,2004
RS7024,2009
RS117156,2008
TS10532,2007
TS59617,2005
RS46803,2007
RS40986,2005
RS233825,2007
RS48564,2012
RS106567,2009
RS73012,2007
RS59708,2009
RS43635,2004
RS153646,2002
RS164319,2003
RS61706,2006
RS24731,2006
RS175373,2004
TS59090,2006
RS133223,2005
RS254476,2007
RS6290,2005
TS2609,2008
RS23112,2009
RS87826,2004
RS136523,2007
RS135134,2001
RS135947,2005
RS32247,2005
RS60112,2008
RS60112,2007
RS57873,2005
RS46881,2004
RS83969,2003
RS196155,2007
RS208903,2009
RS73037,2008
RS109110,2001
RS17989,2003
RS159772,2002
RS50526,2007
RS160987,2009
RS5906,2004
RS197061,2005
RS75377,2011
RS4143,2010
RS185012,2003
RS191487,2011
RS193584,2004
RS95309,2003
RS15615,2005
RS32973,2009
RS32018,2003
RS197560,2004
RS44708,2011
RS75329,2003
RS40594,2003
RS15136,2001
RS16419,2006
RS43079,2007
RS26457,2007
RS65910,2002
RS171749,2009
RS50669,2004
RS35170,2012
RS98823,2003
RS123602,2009
RS14680,2007
RS137833,2003
RS113343,2006
RS199961,2010
RS199861,2003
RS56719,2004
RS176148,2002
RS130565,2005
RS112875,2008
RS51755,2001
RS166333,2004
RS49260,2007
RS143593,2008
RS167410,2005
RS193863,2010
RS163209,2004
RS154144,2007
RS34626,2011
RS30928,2005
RS163788,2009
RS65708,2005
RS15217,2004
RS43615,2005
RS32154,2010
RS27869,2006
RS124210,2007
RS178210,2010
RS210983,2005
RS198091,2005
RS114092,2003
RS116698,2007
RS122356,2003
RS122356,2002
RS185182,2005
RS185182,2004
RS42869,2001
RS135090,2004
RS114512,2008
RS12813,2007
RS150435,2005
RS193435,2005
RS46639,2004
RS49280,2007
RS11338,2007
RS204422,2007
RS160170,2007
RS180600,2004
RS183417,2005
RS188542,2006
RS33055,2009
RS22505,2003
RS22506,2001
RS21101,2004
RS176393,2006
RS29118,2005
RS48532,2002
RS182633,2004
RS189219,2009
RS202666,2004
RS113771,2010
RS11318,2009
RS52552,2002
RS201159,2008
RS3633,2004
RS105035,2003
RS158813,2008
RS115442,2002
RS190637,2004
RS67335,2009
RS123730,2007
RS121132,2007
RS179154,2008
RS235383,2009
RS196554,2010
RS96002,2004
RS253258,2012
RS169924,2003
RS147622,2011
RS91414,2002
RS125762,2007
RS20464,2007
RS37257,2005
RS10841,2010
RS10841,2008
RS98831,2009
RS55852,2001
RS150416,2002
RS162875,2005
RS54679,2002
RS76076,2009
RS128519,2004
RS138403,2003
RS135203,2002
RS187887,2003
RS51889,2002
RS27342,2003
RS132666,2003
RS28935,2003
RS123775,2002
RS161640,2002
RS206057,2002
RS125239,2004
RS114080,2003
RS59432,2009
RS51872,2002
RS29551,2010
RS73301,2007
RS1418,2008
RS193704,2005
RS40001,2007
RS130208,2008
RS129422,2006
RS160771,2007
RS16105,2006
RS204525,2005
TS2254,2012
RS59509,2008
RS161864,2005
RS184345,2012
RS11742,2003
RS11963,2004
RS211719,2002
RS125308,2010
RS25617,2009
RS28821,2004
RS198337,2002
RS133680,2009
RS82241,2003
RS39436,2010
RS160035,2005
RS168694,2009
RS160531,2003
RS43791,2007
RS82257,2007
RS58231,2009
RS205377,2007
RS115784,2006
RS123567,2010
RS196088,2007
RS112998,2007
RS211339,2006
RS99265,2008
RS166342,2010
RS33764,2006
RS142684,2004
RS184902,2008
RS47708,2001
RS38135,2005
RS161052,2002
RS154406,2008
RS246155,2009
RS176874,2007
RS12420,2005
RS201356,2002
RS211493,2003
RS182321,2010
RS41638,2004
RS65920,2003
RS95454,2006
RS196002,2008
RS206212,2008
RS195024,2010
RS13118,2011
RS13118,2008
RS111710,2010
RS60942,2007
RS195482,2010
RS187240,2008
RS29225,2004
RS203126,2011
RS183700,2005
RS173449,2007
RS55816,2007
RS119106,2003
RS159976,2007
RS161887,2010
RS22511,2007
RS203906,2004
TS57365,2004
RS113357,2002
RS9949,2003
RS193776,2008
RS202644,2007
RS147329,2009
RS65647,2006
RS69411,2006
RS159657,2005
RS203395,2005
RS242924,2008
RS134912,2004
RS171083,2005
RS153686,2005
RS56236,2008
RS20904,2007
RS61142,2002
RS144169,2009
RS177509,2006
RS249656,2007
RS124135,2008
RS200102,2003
RS126330,2010
RS211010,2006
RS144126,2006
RS211014,2003
RS204049,2003
RS43856,2009
RS211535,2011
RS15541,2003
RS118436,2005
RS116919,2008
RS40999,2009
RS113953,2005
RS163732,2004
RS8895,2008
RS218733,2009
RS162028,2011
RS131196,2005
RS201709,2009
RS209394,2006
RS51078,2007
RS32269,2004
RS172210,2008
RS26901,2008
RS18550,2009
RS8422,2007
RS123656,2002
RS136409,2002
RS51374,2004
RS49242,2007
RS49242,2006
RS66218,2011
RS140759,2007
RS145692,2008
RS145692,2008
RS46692,2004
RS58800,2011
RS168176,2004
RS106214,2007
RS47576,2005
RS197974,2006
RS136968,2011
RS192264,2002
RS192425,2007
RS43081,2004
RS202776,2010
RS25552,2001
RS48423,2008
RS217614,2007
RS188727,2008
RS188727,2011
RS241550,2004
RS148017,2006
RS136622,2009
RS23140,2010
RS6299,2008
RS119252,2005
RS153271,2008
RS47073,2007
RS47866,2003
RS10473,2002
RS76533,2007
RS51385,2004
RS140639,2007
RS164960,2004
RS49362,2006
RS83016,2005
RS32594,2007
RS190337,2007
RS54113,2012
RS15528,2010
RS17909,2005
RS157870,2008
RS46942,2005
RS166078,2009
RS113979,2001
RS64294,2005
RS136167,2007
RS38071,2003
RS7647,2011
RS5393,2007
RS5397,2008
RS24306,2007
RS12273,2008
RS176597,2007
RS21087,2004
RS135350,2011
RS136869,2007
RS93889,2006
RS26769,2008
RS181182,2012
RS33938,2005
RS96049,2012
RS31700,2009
RS154715,2007
RS27694,2004
RS27694,2004
RS188296,2009
RS4674,2009
RS50002,2009
RS5149,2008
RS64049,2005
RS33508,2003
RS117216,2008
RS162240,2005
RS219423,2006
RS49898,2003
RS31675,2002
RS82257,2005
RS17896,2006
RS111898,2008
RS73212,2007
RS106114,2005
RS4835,2009
RS37653,2009
RS73208,2002
RS133785,2004
RS17953,2011
RS208223,2010
RS93883,2008
RS99307,2004
RS35114,2006
RS116288,2011
RS2450,2007
RS198832,2005
RS161738,2011
RS161738,2008
RS180638,2009
RS205850,2006
RS12963,2007
RS12963,2002
RS205811,2005
RS124224,2003
RS84223,2010
RS42915,2009
RS18733,2006
RS47299,2005
RS188832,2003
RS56302,2009
RS121013,2007
RS22235,2006
RS18050,2005
RS128808,2004
RS122209,2010
RS74707,2008
RS181220,2003
RS24414,2005
RS139386,2005
RS10579,2008
RS132857,2007
RS202531,2004
RS171624,2009
RS189347,2009
RS155041,2003
RS131424,2006
RS6598,2007
RS186082,2004
RS622,2010
RS43048,2006
RS58594,2009
RS58594,2007
RS169634,2006
RS5316,2002
RS152579,2009
RS95553,2008
RS185548,2003
RS13260,2009
RS93942,2007
RS116034,2003
RS41137,2010
RS41137,2009
RS182320,2003
RS182320,2010
RS181505,2006
RS172180,2004
RS197250,2003
RS139252,2008
RS6393,2006
RS114637,2006
RS178821,2002
RS178830,2004
RS138469,2006
RS57088,2003
RS12018,2005
RS201620,2005
RS49293,2004
RS176529,2010
RS24288,2007
RS4487,2003
RS175470,2006
RS189416,2006
RS72359,2005
RS5864,2006
RS5864,2008
RS43991,2008
RS145463,2008
RS10019,2009
RS10019,2011
RS11924,2010
RS154843,2008
RS93812,2002
RS5786,2007
RS96895,2005
RS233641,2008
RS20711,2006
RS169605,2010
RS49248,2009
RS24434,2007
RS33845,2002
RS31098,2007
TS2254,2010
RS46689,2007
RS54776,2004
RS41832,2006
RS8499,2009
RS75346,2004
RS57611,2007
RS76244,2008
RS224324,2005
RS86717,2005
RS150514,2006
RS132745,2004
RS14988,2003
RS188727,2009
RS728,2007
RS27791,2005
RS187226,2004
RS49739,2006
RS49739,2001
RS75463,2007
RS18279,2005
RS193643,2007
RS174253,2004
RS32208,2006
RS177904,2004
RS84756,2005
RS193208,2009
RS128655,2009
RS176996,2011
RS193045,2007
RS37606,2009
RS209066,2006
RS73745,2006
RS20893,2008
RS192724,2003
RS209459,2007
RS42390,2007
RS135428,2009
RS176239,2005
RS55816,2006
RS55816,2009
RS55816,2006
RS168889,2004
RS150338,2001
RS211779,2006
RS199810,2007
RS140122,2008
RS15710,2001
TS61540,2006
RS130890,2008
RS211051,2002
RS196115,2005
RS33414,2010
RS159022,2002
RS116858,2007
RS198851,2008
RS195688,2004
RS205479,2012
RS5122,2004
RS50448,2000
RS29642,2006
RS202790,2010
RS11882,2003
RS209481,2008
RS209481,2005
RS9906,2004
RS3712,2007
RS49835,2002
RS235064,2008
RS186164,2010
RS5504,2011
RS143895,2008
RS192984,2009
RS198679,2006
RS179337,2007
RS179337,2004
RS54395,2007
RS196166,2006
RS4125,2004
RS94520,2006
RS250959,2010
RS119073,2005
RS165853,2007
RS15218,2011
RS60764,2007
RS17406,2006
RS63045,2008
RS36241,2007
RS22120,2010
RS23549,2006
RS56735,2008
RS178915,2005
RS160537,2011
RS124081,2008
RS26341,2009
RS33137,2007
RS185630,2009
RS130050,2001
RS23391,2011
RS141967,2000
RS168084,2006
RS63359,2005
RS149266,2007
RS84792,2008
RS75739,2008
RS155931,2008
RS154350,2007
RS154350,2005
RS16394,2007
RS62447,2008
RS95398,2008
RS28256,2008
RS88077,2004
RS106311,2006
RS27858,2003
RS51702,2003
TS59682,2004
RS57481,2008
RS73012,2007
RS49355,2010
RS165238,2002
RS25922,2005
RS234188,2006
RS179376,2008
RS47973,2010
RS15718,2007
RS133223,2009
RS131005,2010
RS32660,2007
RS92251,2008
TS2609,2009
RS149347,2008
RS3613,2002
RS159329,2002
RS22626,2005
RS196599,2004
RS129248,2004
RS196157,2012
RS209441,2010
RS135115,2007
RS139228,2005
RS126330,2009
RS191325,2005
RS4738,2005
RS46881,2006
RS51503,2002
RS185656,2005
RS26750,2006
RS125446,2004
RS68464,2010
RS50703,2009
RS114148,2009
RS159771,2001
RS204404,2004
RS196296,2005
RS222044,2003
RS138509,2005
RS138497,2006
RS140155,2005
RS50227,2000
RS172849,2011
RS75377,2009
RS66075,2012
RS4142,2007
RS175293,2006
RS180201,2009
RS191774,2011
RS172520,2006
RS69047,2004
RS4323,2005
RS4323,2007
RS197145,2005
RS181333,2008
RS131940,2008
RS131940,2008
RS111396,2008
RS11017,2004
RS23171,2008
RS66572,2012
RS191343,2004
RS19110,2005
RS26460,2010
RS123655,2005
RS199467,2011
RS46762,2009
RS5354,2006
RS14680,2007
RS10817,2006
RS19157,2008
RS114656,2006
RS132636,2006
RS212485,2012
RS212484,2007
RS14102,2009
RS10779,2009
RS161890,2003
RS4410,2008
RS112875,2011
RS16743,2004
RS13002,2007
RS163209,2005
RS155045,2010
RS21331,2009
RS169688,2008
RS8741,2007
RS8741,2010
RS8741,2009
RS158627,2012
RS56184,2007
RS43615,2004
RS95470,2009
RS199235,2008
RS54536,2010
RS76799,2008
RS153257,2007
RS178210,2006
RS66205,2004
RS4388,2010
RS41218,2004
RS41217,2005
RS139370,2005
RS66525,2006
RS197367,2011
RS173593,2008
RS166298,2007
RS145485,2004
RS12813,2005
RS93936,2009
RS26808,2005
RS44548,2009
RS204422,2009
RS182622,2011
RS236077,2006
RS143601,2008
RS162078,2004
RS180636,2004
RS180636,2003
RS47763,2000
RS47763,2005
RS39418,2005
RS39418,2007
RS205181,2004
RS179778,2007
RS112931,2007
RS30297,2003
RS46863,2006
RS134709,2008
RS169904,2010
RS189219,2009
RS189393,2011
RS28976,2007
RS29579,2007
RS196357,2011
RS162875,2003
RS10527,2004
RS118792,2006
RS201159,2007
RS185879,2004
RS57095,2006
RS62349,2003
RS94551,2005
RS12963,2004
RS32287,2008
RS26171,2008
RS113655,2008
RS66258,2006
RS54681,2004
RS10437,2004
RS11963,2003
RS7234,2007
RS3532,2005
RS243168,2006
RS116027,2001
RS47794,2004
RS44052,2004
RS201571,2001
RS170219,2003
RS33401,2002
RS70181,2001
RS159850,2001
RS48081,2002
RS164329,2006
RS69495,2004
RS46565,2005
RS166058,2007
RS236661,2010
RS16106,2004
RS17842,2004
RS55922,2006
TS60493,2007
RS154294,2004
RS11712,2010
TS2294,2006
TS2254,2008
RS15494,2005
RS181497,2001
RS75767,2010
RS38668,2008
RS61656,2012
RS159878,2007
RS11963,2006
RS11961,2010
RS26756,2009
RS26756,2011
RS5501,2002
RS82366,2009
RS208311,2005
RS209311,2007
RS176642,2002
RS168710,2009
TS59367,2009
RS198337,2003
RS30171,2007
RS171587,2005
RS50364,2007
RS188499,2009
RS188499,2007
RS8213,2001
RS73060,2004
RS210083,2009
RS64176,2000
RS156131,2006
RS156131,2010
RS115459,2004
RS30363,2004
RS82257,2005
RS82257,2007
RS16233,2000
RS128599,2007
RS128602,2007
RS161738,2006
RS192719,2004
RS99290,2011
RS56302,2005
RS49279,2004
RS211694,2006
RS73845,2003
RS196967,2009
RS137830,2004
RS74429,2007
RS136500,2002
RS12420,2002
RS6247,2005
RS6247,2002
RS16428,2005
RS180423,2005
RS57529,2009
RS60411,2004
RS60409,2002
RS119106,2006
RS119106,2003
RS55816,2007
RS119106,2004
RS62271,2005
RS12597,2003
RS125879,2007
RS161806,2006
RS160152,2008
RS160151,2012
RS133483,2006
RS133483,2007
RS93878,2002
RS160670,2004
RS11775,2006
RS81946,2005
RS185592,2003
RS119110,2004
RS55853,2009
RS190022,2005
RS206108,2000
RS50448,2004
RS61477,2005
RS190998,2012
RS27449,2002
RS116813,2009
RS134936,2001
RS25625,2007
RS176286,2005
RS33178,2006
RS33178,2011
RS115724,2004
RS115724,2003
RS182866,2005
RS46316,2009
RS183015,2006
RS231493,2005
RS133351,2006
RS94446,2006
RS4796,2003
RS206692,2005
RS32383,2010
RS50890,2005
RS50893,2002
RS208327,2007
RS20905,2008
RS19411,2001
RS177059,2006
RS237009,2007
RS196446,2005
RS4214,2004
RS4214,2001
RS95765,2007
RS200102,2004
RS66534,2010
RS200580,2011
RS163147,2009
RS150447,2000
RS142429,2012
RS176232,2004
RS176138,2008
RS4329,2003
RS140894,2006
RS50646,2002
RS153182,2006
RS202016,2009
RS193524,2003
RS145500,2009
RS76145,2008
RS208772,2006
RS195308,2005
RS49431,2007
RS139571,2007
