Part ID,Failure_Year
RS189350,2006
RS211450,2007
RS71655,2009
RS162041,2002
RS46282,2004
RS9576,2005
RS165825,2008
RS14913,2006
RS18107,2009
RS58792,2008
RS4555,2002
RS76533,2005
RS42036,2011
RS35126,2012
